nama wisata,lokasi,kabupaten,provinsi,url_image
Masjid Agung Baiturrahim Gorontalo,"G3Q6+24X, Jl. Raja Eyato, Limba B, Kota Sel., Kota Gorontalo, Gorontalo 96134, Indonesia",Kota Gorontalo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGs1C91eEVp1mJ95sA7cRRVeL2dzqdhuy1eG6nB6AtXmsU9jyUbnGJAmVA5GZucFvVtaiMn7GsuHSLptyWiJW6AI9spDJdt2QF6d0On1knsK_UR4nlqfu_y3AaY0avgZpv1pOxGHw=w1200-h800-k-no
Titik Nol KM Sulsel,"9FHC+4VM, tanjung, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEW8HY2_GBbCDx3WMwuDSvt7yPPBQTsRFWS1aI3Lha5YgDy-JLz2kB3cA41xcYpVvdUC2vj4_t6pHdQBFdGxNg1SQoflSzp-hyvmNoNiFxCIi1T5K3wVydWa261QM2GREEJW25Q=w1200-h800-k-no
Pantai Pohon Cinta,"Wisata Pohon Cinta, Pohuwato Tim., Kec. Marisa, Kabupaten Pohuwato, Gorontalo 96266, Indonesia",Kabupaten Pohuwato,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFET4JNZS17PDgNy8sjiYJxqVW9Uglsak5_MmL9jOyUG3EYsFazGSf-mkJYkgjf0iAbdcVrSndOhimAvbygHkVrfdsblU0UjoFFfFXPsZIEq_MsKp8koSYohEt-4ssFExvRP-AyBg=w1200-h800-k-no
Benteng Keraton Kesultanan Buton (Negeri Khalifatul Khamis),"GJG2+4W6, Jl. Labuke, Melai, Kec. Murhum, Kota Bau-Bau, Sulawesi Tenggara 93713, Indonesia",Kota Baubau,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXyzUF4x3OgF8znLYQI8zb6kmX22WExGkXl62TAZdQmRl4eL3KAqvHZ1K47JBke48N9KE63vitVXJHPp6QgcFilHEJAjwX_OKTZOWx4ojsypqFrIw_WTLGZ3hXJmKU0NjrUZyY=w1200-h800-k-no
Taman Berkat (GODBLESS PARK) Manado,"FR8H+WJG, Jl. Piere Tendean, Sario Utara, Kec. Sario, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEorieHkwgrbOPEOROAz9N5afCjlM3Da7v5C-pgzuBEpXw_shY3hINPnD0qXy8quv69HDek2jPBKVeMBJcnn2TxEz4WJBC80VVknz05-McdwYtfjtyz2EWqLpk8RQR3tADP3dY9Bw=w1200-h800-k-no
Pantai Kilo 5,"Pantai Kilo 5, Jl. Dr. Moh. Hatta, Bukit Mambual, Kec. Luwuk Selatan, Kabupaten Banggai, Sulawesi Tengah, Indonesia",Kabupaten Banggai,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEuXpUeTAAT843B9alJLNg51JCjSE3v962_8qIQ3uHlI4xKEvVBsFTIJ_eQ61GW-w4SP2wheVf9aFVckbuuFKbeyycnebg4IxGbQHEVd6ZFSNmLEM_AY7sTMrqmyaI4H4v3_dx8A=w1200-h800-k-no
Wisata Pantai Bintang Galesong,"Jl. Karaeng Salamaka Kassi Lompo, Boddia, Kec. Galesong, Kabupaten Takalar, Sulawesi Selatan 92255, Indonesia",Kabupaten Takalar,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvOJYMFmsR17t-rFq6eHFWjVAGkImNjF9tcNUnnxGKPXZ4IU5raOuHFK6cOAyYP81Ug0_aUWTlcTP7oqEab8UXE6vkpYFb6k2qVurS1zCQOArHO9njAPVAI1RxCpxocZCXsct1=w1200-h800-k-no
Bukit Kasih Kanonang,"5Q88+49Q, Jl. Kawangkoan-Kanonang, Kanonang Empat, Kec. Kawangkoan Bar., Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEn5jKiJHjvujlQjwuIydlhhm54abtkc-YyFtCxCdateYzOlept3O1XmYOPjsao0-QykI09C_w3GOGrOP01ZVE13YhWnWwY1roxX3oiVq5qWD2IGVPxOe5gJheXtmI1Wk6qp2V3=w1200-h800-k-no
Kurenai Beach Resort,"Botubarani, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96111, Indonesia",Kabupaten Bone Bolango,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9ExqdPfTafD2_mPWaq0oyB9PF-ZEvipUuK7mhSjIUjusvjdAWn2TAjzPRtiROfe8oTISG8D-7bMTKUGyuNTXUNMxuqKX0MrBt-oLCZQJ4jl9HqP2vb1GTQc9qdII91o1mgqxL=w1200-h800-k-no
Paputo Beach,"Paputo Beach, Jl. Latassakka, Lumpue, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan 91123, Indonesia",Kota Parepare,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGolvdeQG6bYOww_-U0gfWwXOEslwa8yQWbGwZ9jrrqIJHLopXs6iZCFtEcmaJUo3CKO6f2Cdz7PDiAUm2KfN2IKcArENAJn-G5WoE-gp5nQG03yAiI9Y1n_MVqf6FhXnIni5L4=w1200-h800-k-no
Danau Perintis,"Huluduotamo, Kec. Suwawa, Kabupaten Bone Bolango, Gorontalo 96121, Indonesia",Kabupaten Bone Bolango,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzBAtgU-Wxa-dlonv_AbQeeaenwFtAvhVs5EqAiRL-3iD2wFQBfR9mOXRzmzRzFxMw0yk_OKWFZnHRAe_T4ryV9AsR13UABRCmBY6QzuPG3P0yutvUc1_dL4k_84oIaznZO_XF=w1200-h800-k-no
Pantai Malalayang,"Jalan Laut Sulawesi, Malalayang Dua, Kec. Malalayang, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyoM3h4JpwrvOLKlinY3F-dEQlrY16lzexOgGqm_L1VBtcco0QF9LPDxau-Qt8QLZ2i3MO5TO07SRQZkKyX4IPyhWcuamwLiMvh4YXBgdSUJzR4gVmiC5RVhLyLhylBYX3Xfjkfg=w1200-h800-k-no
Kendari Beach,"Jl. Sultan Hasanuddin No.27, Punggaloba, Kec. Kendari Bar., Kota Kendari, Sulawesi Tenggara 93123, Indonesia",Kota Kendari,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOwfprENcxsU4vMAULyPx7hmXtoOp2d6tCC3Y0NcBrRDFKelq2EHVCFrD_rzEi5FqBUj3FDqyfelknBF-2cHPSJoSvfEzaQWSbNGd67mLuMdcR-6Xeg94qC-axZ-FXiektBfIB=w1200-h800-k-no
Makatete Hills,"Warembungan, Kec. Pineleng, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZuHS6x_ECklMN-HthKmwCsrXvCCsS2SEhRjICymxhu6Fatu4GQr8ZGv4tMtlrOEBlwpU5mR_TzxGTuqCPfVo9orXYT_3XjlXWXCJq-TQSdAnRX14lxzb2d31XH15VeWipX2o=w1200-h800-k-no
Pantai Kilo Lima,"Pantai Kilo Lima, Jl. Dr. Moh. Hatta No.129, pantai Km5, Kec. Luwuk Selatan, Kabupaten Banggai, Sulawesi Tengah, Indonesia",Kabupaten Banggai,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEFvnpuOJ7znOKcFEzkuhYMbI5zM_S7lHZM2ocj6nJsUSTr9YNOwK6JauFbfckyqKfpivYpRIguB-A02uybZoT6NmHAGqu4sPtfy1aTx3B9FcvZ5NPDrk_FbDE1BFX9v4pDmPR=w1200-h800-k-no
Dermaga I Rammang-Rammang,"3H8X+W37, Salenrang, Kec. Bontoa, Kabupaten Maros, Sulawesi Selatan 90554, Indonesia",Kabupaten Maros,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJ93_90z_koZIl1elAIu3uaJdKT5bnedILBBzYM0hGjvS2iFi1bhabV9whqMEoJYufRn148UoB8aCdI90Qc2JLsrSB41LwQXKIWUi79QrXM-u0hAMqX9Smf-1oVCqRMAWjeyF8Mg=w1200-h800-k-no
Taman Wisata Puncak Bila Sidrap,"Jalan Poros Pare, Bila Riase, Kec. Pitu Riase, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91691, Indonesia",Kabupaten Sidenreng Rappang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHvUirqKibfuMtbN98-Se2e0Xj-ERlzTnuuGEn5k2MhJk1qxeOZpmVUYq7Jrtt3Sv88mQzg2-D-8Pu7xoCxHqGTepODZfwLvDBMEywYJwa38i-f67HHFvHyX2w7dbhDRWq0Kya=w1200-h800-k-no
Pantai Tanjung Karang,"Pantai Tanjung Karang, Labuan Bajo, Kec. Banawa, Kabupaten Donggala, Sulawesi Tengah 94351, Indonesia",Kabupaten Donggala,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdFZZsDrdfCh7fg2fcZCpQgRpDMLKif0IlQzruOsAOa2CMjkBCP9zckW1EeDQRu7bQ3uSgiADHhb9mJD0UsDifQgTI_UFa0pNT3_JxuZUNflVnYIJzrmUZkdMl-mYOOtd9-79LDg=w1200-h800-k-no
Dermaga Dua Rammang Rammang,"Desa Salendrang, 3JF5+X28, Bontonlempangan, Kec. Bontoa, Kabupaten Maros, Sulawesi Selatan 90554, Indonesia",Kabupaten Maros,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBwOp-Eg_kKj2YtwIEI-RJSPZ3XexmQGszHjf6wpq-k4t_JGVfJtb9YdkrnSgCJEBSQARLYBdK0fIhyYjK6DlAj1EgnHIMqIMM7R3kvDGE6Pk6N3a1a7v6-xJUQT2q5wppjgyG1A=w1200-h800-k-no
pantai kamali,"Jl. Mayjend. Sutoyo, Wale, Kec. Wolio, Kota Bau-Bau, Sulawesi Tenggara 93717, Indonesia",Kota Baubau,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFC7QdU8viGkt3PqcvSTltYKui_5YE7DT0Wx2ohWwMfzKC-DclV2SrPloVygLHRnbVvfukC2JuEYQ2qkHgj3sh0Tdr-c6mq38IqPV6zfp1kS1bcS_HdFZZy4oG8rmU_5gcrw20=w1200-h800-k-no
Taman Hutan Kota Palu,"4VJM+7RP, Talise, Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94118, Indonesia",Kota Palu,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBybhfWkyYWxVdnCt4iN5HwvCE97pgJKCqXF6jgp8v0qfWIoH28wqd4iUrMZCAP7Zz8TFr71X6NQYYHBuviHxHSOAe0pSSagcg8EAyNSpPu8Jxl3TwiLudYz-6u5bUJ8fR3zs=w1200-h800-k-no
Sierra Sky View,"Jl. Poros Malino, Pattapang, Kec. Tinggimoncong, Kabupaten Gowa, Sulawesi Selatan 92111, Indonesia",Kabupaten Gowa,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyzoS_0j7Mp-Zrv4NUJjSzO86vvHZGlt4tA28UyWRfTMF01njfio6rCqasC2RzkKTKubFp46wQmrZkHlkmnIO6aB3km7__CFjFkxKDSqXwWzzcFY0ldB-UTj0ZduRLhTLCYCU-zQ=w1200-h800-k-no
Wisata Hiu Paus Botubarani Gorontalo,"Jl. Trans Sulawesi No.18, Botubarani, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96117, Indonesia",Kabupaten Bone Bolango,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPKARin8ow5hiG_pLCItSCapPFezcJ5oz_t4lmSSXTVHft95krhPoDKUvNmpEKftUH9AVtu8amN9lFmuK8zJr4gr7FytRJCcXI-DtABOnkEbJQl6SOecjN21QGmQ8_EAwyFH4=w1200-h800-k-no
Pulau Wisata Bokori,"Pulau Wisata Bokori, Tapulaga, Soropia, Kabupaten Konawe, Sulawesi Tenggara, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERCLE6w5ikHje-tURpuMDKR8ujN0nR2Ji8ElEq_sqyoVNnYIfwd7n9Okd4GH94vwOc78cib7cHySjeRAn1RexvifdvOUrdZAhazP_O3oW3fn8EQsN-UGYMHLt1TcWPj9bflgmB=w1200-h800-k-no
Pantai Ide,"F8MR+VWJ, Magani, Kec. Nuha, Kabupaten Luwu Timur, Sulawesi Selatan 92983, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlB8IXzctR9XhBU0N9xsx-Mu7Zblxzk_xPboFpDDTYzL5tBQkok4fy76iZOOZyvvKDKc6VP2jo6NMYLiD_J2E8giFrXpAcjKMyYpZyC4YPN089ym9Pyq2PLNtFHY0VuegVWOPq3g=w1200-h800-k-no
Pantai Biru,"Tj. Merdeka, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90224, Indonesia",Kota Makassar,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEibbNgw1v9IIvsEVrbSjrD3UTbGR8qS3FxUl93cIJxjPGXEUlTFQ_TQM2fX4wk0vW8D_AK7cOLNzm7JpQGsYTH2G5-cop4b4qHAHbv7r3t-uT1xcqWdEZRl6zmUV_aURVReHpW=w1200-h800-k-no
Taman dan Pantai Bahari Polewali,"Mammi, Kec. Binuang, Kabupaten Polewali Mandar, Sulawesi Barat, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJ6XbDn_WBgNsfPvaHpoheifX_3smMntIiqnGmDm6pHlcNTYcbJj5N-eUItfldKQKbD0qWi-UvoumYvWLurWnq89LfPVHa3dIBpOWr-Iq1zFhUl0FRc8-K7Px01LYpJAShgv_H=w1200-h800-k-no
Samalona island,"V8FV+WFM, Lae-Lae, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan, Indonesia",Kota Makassar,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-rk2zomWKfNWKwpdltCUGUxXfxuhMXs12wWpogi5_9hQNMiwa--o5-lGXght7hA8_2OjmpWw9tqEH99BdKIj-aaJxVdeDadXQ1JUfFS8xd0p_bI0lpwgZNq-xjnN19YfTFVSLdg=w1200-h800-k-no
Kebun Raya Kendari,"XH2G+QV8, Jalan Kebun Raya Nanga-Nanga, Anduonohu, Kec. Poasia, Kota Kendari, Sulawesi Tenggara 93237, Indonesia",Kota Kendari,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVJ_e-nj3ZvfxBtZw9CrLp6-KjGNumsl5m7tOuDwwjajxRwFi4TCAo7SVbkQ-TKkFR945fRSVZgPkXLKWJ1VTS0onKID1-jsGGx9pmH2mRxOpQ4-BwPkbMoBf-UvLoTxFCIujT=w1200-h800-k-no
Kebun Denassa (Denassa Botanical Garden),"MC5P+22H, Tamallayang, Kec. Bontonompo, Kabupaten Gowa, Sulawesi Selatan 92153, Indonesia",Kabupaten Gowa,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGp7MyWu3ID4aiIhJ5DJkUTrVcvMvimpHj5KTtvc53rfexI4YjvVjQKB24dvJZ0Vx9sVV90UaAdICXFSlLajHH_Uis-RqH2jqvvwyddV5K_nYqdtBGpECrpQkLTMv7F_2J6F6udKZQVQtv_=w1200-h800-k-no
Pantai Nirwana,"Pantai Nirwana, Sulawesi Tenggara, Indonesia",Kota Baubau,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3PfOctRjdj4TgIYnSwloKntCOXELtA9KdEHANbj3ao4u7OtG8VtsEtEFrajHhCiptect4ltPTJ2SQ-NmZhhp_F7BIUKJOs9N_rS1bp9Muik4MSi-38e9Z1DZr24XHGVHKp4-2Ng=w1200-h800-k-no
Danau Biru Kolaka Utara,"73FV+4RM, Walasiho, Kec. Wawo, Kabupaten Kolaka Utara, Sulawesi Tenggara 93552, Indonesia",Kabupaten Kolaka Utara,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcJy5FawsBAjOgwS-W5WvYELz4YNYsUNGf6BniEBjcDcON1B5-3NI_jLHOA3RbFOA-z_2vLetZ3EVqibx4-X9rPB_Z4ILQRpNh61_xaHNmt5n0u4-VbrvuqQtMABicoyFetCZ8CiV591w=w1200-h800-k-no
Objek Wisata Rante Kalimbuang Bori',"3WJC+3RC, Bori, Kec. Sesean, Kabupaten Toraja Utara, Sulawesi Selatan 91853, Indonesia",Kabupaten Toraja Utara,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_crgUEL9BrtaQqwpsqEMB3FCMCZurwYcQKc-Ffi7n9_iluKQTMpzqBIjNIVDqod8RswLz9om7lhl-NY-h6dEhgODvf8qkzck4__XMOR6mhsWrACXZ8wDqdG-FxPNnPH5QtBK8IA=w1200-h800-k-no
Pantai Tanjung Bira,"9FP4+3P7, Tanjung, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 95752, Indonesia",Kabupaten Bulukumba,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGo4RTjfR1oXu7Kj3RzkKuJnoKItyW7jR19_rDitKbzv-fPGLajIoc3sEz8GRlqeVCMe-Km6pYvBzyuZkQ3tOKn_X8qdh2ErG14x-eMH4Uc8JHyvBEEElME7M0HsYnc5HW6aKQ=w1200-h800-k-no
Masjid Jami Tua Palopo,"Jl. Andi Djemma No.88, Batupasi, Kec. Wara Utara, Kota Palopo, Sulawesi Selatan 91911, Indonesia",Kota Palopo,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqx_crm9SD6JfkHK3D72rHfnJ79GNp2ATI3yZHF4IqnLbo2Z9AMinM7-mcNbMcpHCX29h0OySmJ-LBM9yqwdrViDzrcHv1_v6p6xpn4qbw9SiCUWclao5dnXyZfrTjwTJhKFmv29yI6vc=w1200-h800-k-no
Tuur Ma'asering Kumelembuai Tomohon,"Kumelembuay, Kec. Tomohon Tim., Kota Tomohon, Sulawesi Utara 95449, Indonesia",Kota Tomohon,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMqRZJQ2U3_VWZmMvIbdNQzP2k9N_R1tRHc-NAP2k-sERUwMbKWvVNQAq4RaU0Zg1HVp__yptnJfL6PnOm1D_-Z2XJLtUQkFV3aJ45owLbt4UCzp_w4_EZsx9HIlGFb0g0dcH-OA=w1200-h800-k-no
Benteng Ulanta,"Unnamed Road, H44V+P7J, Ulanta, Kec. Suwawa, Kabupaten Bone Bolango, Gorontalo 96113, Indonesia",Kabupaten Bone Bolango,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEx7RNwcHHlPEAE5JbHhz4_CeCRBK_qumegztkN9ufnE8Ti5xssiQSg9kDhSCUhPTYfKKtQlKEuQ2j67JhPEBRrroowh-YmOVE6ojdGcQ_iygRwO2gF1afdCH9E1ynvZFA0y9g=w1200-h800-k-no
Gong Perdamaian,"Jl. Soekarno Hatta, Tondo, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94119, Indonesia",Kota Palu,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHS4F8K3Qj8lkazQi0KLfY7LmG5D12apS4VOFJuH7w5Ca0O5FAF22FddsoEueMr99Av3gJYEixsCW37SGsqcPcRFNd4xym2PxiCuG0SgJcJfwbuWOLm-Nt8SPnzhhrZhL_DCYLJ=w1200-h800-k-no
Taman Bambu Runcing,"Jl. Cempaka, Padoang Doangan, Kec. Pangkajene, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90614, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGAK_30x1oFuHs0rS82NP-PKssSTIQE1N3Jr42jvg1jHkkWXhSrZ70h6vGCE7pg6Mc6VygNga-zraeCk1w17j1Jy7BnitunX7SUOajYwLlAomLhtj9GzI-iB7u3Zz3ydmZK8QixQ=w1200-h800-k-no
Pantai Tamborasi,"Tamborasi, Kec. Wolo, Kabupaten Kolaka, Sulawesi Tenggara, Indonesia",Kabupaten Kolaka,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-nEHzyNFoy5wp3EeBdZqGaxmyMrxMiOFZ7YnBmFrEwKKOZyR7_AKneQFmY4l7zSV0q0YKRaCKwjVTrIZeJjZXryDTFCmUnw9SLH7O8OOn5iu2C5SjIKtrUUgK8L6DDbOxZpJY=w1200-h800-k-no
Pantai Dato Majene,"Pantai Dato Majene, Dusun Pangale, Baurung, Kec. Banggae Tim., Kabupaten Majene, Sulawesi Barat 91412, Indonesia",Kabupaten Majene,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgQy-Ypi_hUJ5tHP9fzByCzgbEHX72wo0y-g0reGjkTu4ziENl8XWYaws5tgnwQABz-Iyl-I7-O2NCAPc00MchhQNmbUrAPHp802afSU-oOWH5iBZJgSbUvC1IJ6ND0qS3OBSUng=w1200-h800-k-no
Hutan Mangrove Tongke-tongke,"V72F+74V, Tongke-Tongke, Kec. Sinjai Tim., Kabupaten Sinjai, Sulawesi Selatan, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAeIA2-ksWbpvST080qRow6CntqXgjqPuBQFgFF5IzuFY-2iYMJoWMMJawXAw-Zn493RgNo58IZluTlQnll7P9NUgqeF60lO1vPFTBh81srDx_Ld5qVdMMwtoMPcSrOuLet3wi4A=w1200-h800-k-no
GPI Waterpark,"Griya Paniki Indah, Jalan Akasia, Paniki Bawah",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZ_-6CmFyHC9j71P3p6U_5FUtjH4NNd1joBcvcyu19mb2QEz3uRZrh4dkF-JfCq-77vH67NTLjIyAT99RqjaeuMNx6azfJ-TVUX25AFuqdJmyn5tBdG-_1FK33nnf1aViGcQsz=w1200-h800-k-no
Kebun Raya Jompie Kota Parepare,"2J3R+6X2, Jl. Industri Kecil, Bukit Harapan, Kec. Soreang, Kota Parepare, Sulawesi Selatan 91100, Indonesia",Kota Parepare,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGP6ai8x_U6T9sPd3bXclEvI9atjduTx32PjS5teAJtDS9sZi4w08gEW0mb7TSF8HkVYJZl5l7t_w69AtF3LVDgPBG0YSoh37wjC_6jM4XXz6JKx79jLqaLUqSQM_KeQyi_RXgW=w1200-h800-k-no
Taman Wisata Tangga 2000,"G345+Q3F, Pohe, Kec. Hulonthalangi, Kabupaten Gorontalo, Gorontalo 96133, Indonesia",Kabupaten Gorontalo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiVm7da7dqoovpxQKzcPFOO15oyGgv6vB_nudgdfyQw0oNuFq-IiGSVqE5dTNhA72pldnCuB6Jy9UVlvawXNNmxuQIR3xY9wY2eReeE1TuuWAUUxAS0rOh-3O6ovtJOW-qQk8v=w1200-h800-k-no
Wisata Kuliner Kab.Kolaka,"WJM4+VMW, Wiskul, Kec. Kolaka, Sulawesi Tenggara 93511, Indonesia",Kabupaten Kolaka,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGtJPbWFaMpeoPM4y-5opfq2Bgkdct5P42JrNfoLL_8KYeLKwcuhYCQ7AYBRcbBF1bdFLxPK2YWWTIbd4Qrp0O-dbSNRxMICX-UNTblLShdscSy5OUq4dg32xXxaRd-EZ2Qr8yiQ=w1200-h800-k-no
Menara Alfa Omega,"Jln. RAYA TOMOHON DEPAN MENARA ALFA OMEGA CENTURY MART LT.1, Kamasi, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95441, Indonesia",Kota Tomohon,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIIm4e6GdMc9PUQXIbhE6NkrKGjXdmyZkwNXPTZIxsWEMn23AE6kkQE2lHz0uPmhxy-2g6yoFPhNmtKpatJAYbqfbqfJooQBNHGN7HR55bsT-QYh437uToHTtBom_TIZRK4QFp=w1200-h800-k-no
Pantai Harapan Ammani,"Pantai harapan ammani, Mattiro Tasi, Kec. Mattiro Sompe, Kabupaten Pinrang, Sulawesi Selatan 91261, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxpjIF2JoI8C4qkefNbMT_75WYmTxHG95BZ-i5_LZhAlHPFpIThbl-nVySJtGP3UmgQRIdWqprWDCJB6UrCgk8c_XcjewCw7Fgnu9CEqfb0xTAPjUNfCkZW6h6XBNoEdY-CSD6=w1200-h800-k-no
CitraLand WaterPark Manado,"CitraLand City of Blessings, Jl. Royal Mansion 2, Winangun Satu, Kec. Malalayang, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9fp34siysNnBzyMy79Udi8HJ-OQzp7zskYe03ZPkSl1TNmO6ff5uZkqtun6ikSlYtfcMwPTmLaZrbeS5SZZh-YkGQ5O2ir7ZABK1gtXT9kPO26leI1JjM00Uf-_xcjc8keh5l=w1200-h800-k-no
Pango-Pango Makale,"VR3H+RX5, Kelurahan Pasang, Kec. Makale Sel., Kabupaten Tana Toraja, Sulawesi Selatan 91815, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVBwGdPMkhmTZ8jaCkWs_fZStDwFxYsCi3eRy__xF-TiecjBcs55K2-doMS_QbUkwf7vjtV1P9pmsammzLx6ovTHedO6Z6cbjmWnnhxAEM-I7gIflWYD6PIZwtHcFTky5wuSVW=w1200-h800-k-no
Dante Pine,"HQ3R+GVP, Tanete, Kec. Anggeraja, Kabupaten Enrekang, Sulawesi Selatan 91752, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH09Z9kw1I8CdiYhbkLrBdpjjAc0PWVP1wGKoT5K4c3Iv_JeV6JmgfCcz7ER5LjlZK3fmbbDnfDDvP0KS3esIC3WDbiZCtQw8CkjGfqgFNa_xlclIK79gaKgffxIjEpXHEkINxXcQ=w1200-h800-k-no
Bukit Keles,"3Q6X+CCF, Jl. Batu Gn., Bungin, Luwuk, Kabupaten Banggai, Sulawesi Tengah 94711, Indonesia",Kabupaten Banggai,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjfrHquP59JyHqhC1mVQCJ1Ri-FTTjxpJhSFJvBM52hAMk2tQp0-WS6YgdPVuDQzQVyM1rA8FbPMhTJW3c9bIzHmqhOoYjcZQQh2v7STqY2yF2WLehf6i072onexpnq5R1T3c=w1200-h800-k-no
