nama_wisata,kabupaten,provinsi,label_rekomendasi
Wisata Topejawa,Kabupaten Takalar,Sulawesi Selatan,Buruk
Permandian batu lapis,Kabupaten Konawe,Sulawesi Tenggara,Buruk
Puncak Pontolo Indah,Kabupaten Gorontalo Utara,Gorontalo,Baik
Kebun Denassa (Denassa Botanical Garden),Kabupaten Gowa,Sulawesi Selatan,Terbaik
Pantai biskam,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Buruk
Djoeang coffee kolaka,Kabupaten Kolaka,Sulawesi Tenggara,Sedang
Bukit Ja'bonga,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Pantai Kanaan,Kabupaten Minahasa,Sulawesi Utara,Terbaik
Permandian Iwoi Wanggu,Kabupaten Konawe Selatan,Sulawesi Tenggara,Buruk
Wisata Kuliner Kab.Kolaka,Kabupaten Kolaka,Sulawesi Tenggara,Buruk
Pantai Wisata Pangi Masaingi,Kabupaten Donggala,Sulawesi Tengah,Sedang
Puncak Gunung Awu,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Sedang
Wisata Pinus Panorama Tentena,Kabupaten Poso,Sulawesi Tengah,Terbaik
Wisata Air Terjun Latuppa,Kota Palopo,Sulawesi Selatan,Baik
Goa desa topogaro,Kabupaten Morowali,Sulawesi Tengah,Buruk
Taman Purbakala Batu Pake Gojeng,Kabupaten Sinjai,Sulawesi Selatan,Baik
Bulu Nokilelaki,Kabupaten Sigi,Sulawesi Tengah,Baik
Wisata alam puncak kunyi,Kabupaten Polewali Mandar,Sulawesi Barat,Terbaik
"FATUTOKO,GERESA,BUNGKU TIMUR,MOROWALI",Kabupaten Morowali,Sulawesi Tengah,Buruk
Monas,Kabupaten Minahasa,Sulawesi Utara,Terbaik
Air terjun MARONDO (Waterfall),Kabupaten Tojo Una-Una,Sulawesi Tengah,Buruk
Alun-Alun Kab. Bone,Kabupaten Bone,Sulawesi Selatan,Terbaik
Air Terjun Sondoang,Kabupaten Mamuju,Sulawesi Barat,Terbaik
Tambolosu Waterfall,Kabupaten Konawe Selatan,Sulawesi Tenggara,Terbaik
Wisata Pantai Maleo,Kabupaten Pohuwato,Gorontalo,Terbaik
Rimba Bitti Pandala,Kabupaten Takalar,Sulawesi Selatan,Terbaik
Wisata Cekdam Lagading,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Terbaik
Objek Wisata Galugu Dua Sa'dan Sangkombong,Kabupaten Toraja Utara,Sulawesi Selatan,Buruk
"Pantai Bamba Taipa, Pelawa Baru, Parigi Tengah, Sulawesi Tengah",Kabupaten Parigi Moutong,Sulawesi Tengah,Terbaik
Maros Highland,Kabupaten Maros,Sulawesi Selatan,Sedang
Permandian Kapontori,Kabupaten Buton,Sulawesi Tenggara,Buruk
Tugu tongku Tambee desa Landangi,Kabupaten Luwu Timur,Sulawesi Selatan,Baik
Air Terjun Gamaccayya,Kabupaten Bulukumba,Sulawesi Selatan,Sedang
Bat-Bat Kota Raha,Kabupaten Muna,Sulawesi Tenggara,Terbaik
Inuai park,Kabupaten Bolaang Mongondow,Sulawesi Utara,Terbaik
Pantai bobolio,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,Buruk
Pantai Tanjung Bira,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
Air terjun Soguo,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Buruk
Tugu Lilin,Kota Manado,Sulawesi Utara,Buruk
Patung Naga Kamali,Kota Baubau,Sulawesi Tenggara,Terbaik
Bukit Tinabitte,Kabupaten Bombana,Sulawesi Tenggara,Baik
Permandian Lakakuloto,Kabupaten Buton Tengah,Sulawesi Tenggara,Buruk
Pantai Polongasa-Ds.Towondu,Kabupaten Luwu,Sulawesi Selatan,Buruk
Wisata Pantai Botudidingga,Kabupaten Gorontalo Utara,Gorontalo,Buruk
Air Terjun Parampangi,Kabupaten Bantaeng,Sulawesi Selatan,Buruk
Istana KARST,Kabupaten Maros,Sulawesi Selatan,Baik
Pantai Wisata Maroneng,Kabupaten Pinrang,Sulawesi Selatan,Buruk
Pantai Batunggulung,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
Telaga Sendow,Kabupaten Minahasa,Sulawesi Utara,Buruk
Miniatur MONUMEN LAPRIS,Kabupaten Takalar,Sulawesi Selatan,Baik
Vila Purirano,Kota Kendari,Sulawesi Tenggara,Buruk
Tuang Uddungeng (KM Syekh Abdul Madjid),Kabupaten Soppeng,Sulawesi Selatan,Terbaik
Pulau Pannikiang 1,Kabupaten Barru,Sulawesi Selatan,Terbaik
Penjara Tua Kema,Kabupaten Minahasa Utara,Sulawesi Utara,Terbaik
Taman Wisata Puncak Rurukan Tomohon,Kota Tomohon,Sulawesi Utara,Buruk
Taman Yuhyi (Kehidupan),Kabupaten Bantaeng,Sulawesi Selatan,Baik
Puncak Gunung silanu,Kabupaten Jeneponto,Sulawesi Selatan,Buruk
Sungai Galaggara Pangkep,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Buruk
Air Terjun Lapangan,Kabupaten Buton,Sulawesi Tenggara,Terbaik
Air Terjun Manuba,Kabupaten Barru,Sulawesi Selatan,Terbaik
Puncak Salena,Kota Palu,Sulawesi Tengah,Terbaik
Tebing Romantis Ollon,Kabupaten Tana Toraja,Sulawesi Selatan,Baik
Puncak Wakila,Kabupaten Muna,Sulawesi Tenggara,Baik
Wisata Pinus Rombeng 1,Kabupaten Bantaeng,Sulawesi Selatan,Sedang
Goa Liang Kamoi,Kabupaten Buton,Sulawesi Tenggara,Baik
Jembatan Kuning Palu,Kota Palu,Sulawesi Tengah,Buruk
Air Terjun Samaenre,Kabupaten Maros,Sulawesi Selatan,Terbaik
Pemancingan Wisata Alam,Kabupaten Konawe Selatan,Sulawesi Tenggara,Terbaik
Air Terjun Kali,Kota Tomohon,Sulawesi Utara,Baik
Taman dan Pantai Bahari Polewali,Kabupaten Polewali Mandar,Sulawesi Barat,Terbaik
Museum Pinawetengan,Kabupaten Minahasa,Sulawesi Utara,Baik
Taman Wisata Danau Sidenreng,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Buruk
Cartens Hills Wawo,Kota Tomohon,Sulawesi Utara,Buruk
Wisata Manggrove,Kabupaten Buton Selatan,Sulawesi Tenggara,Buruk
Goa Air Kontamale,Kabupaten Wakatobi,Sulawesi Tenggara,Terbaik
PUNCAK OGOMOLI,Kabupaten Tolitoli,Sulawesi Tengah,Terbaik
PANTAI PUDONGGALA,Kabupaten Konawe Utara,Sulawesi Tenggara,Terbaik
Pantai karampuang,Kabupaten Sinjai,Sulawesi Selatan,Terbaik
Mata Air Pocuncui,Kabupaten Buton,Sulawesi Tenggara,Terbaik
Taman Wisata Holyland Malino (Bili Park),Kabupaten Gowa,Sulawesi Selatan,Buruk
Negeri Diatas Awan Buntu Liarra,Kabupaten Mamasa,Sulawesi Barat,Terbaik
Taman Wisata Fafaliang,Kabupaten Sinjai,Sulawesi Selatan,Baik
Batu Buti,Kota Baubau,Sulawesi Tenggara,Terbaik
Pantai torobulu,Kabupaten Konawe Selatan,Sulawesi Tenggara,Buruk
Pantai Mallenreng,Kabupaten Sinjai,Sulawesi Selatan,Sedang
Pulau Sara-besar,Kabupaten Kepulauan Talaud,Sulawesi Utara,Buruk
Goa maobu,Kabupaten Buton,Sulawesi Tenggara,Sedang
"Pulau Paniki, Desa Kulu Kec. Wori Kota Manado",Kabupaten Minahasa Utara,Sulawesi Utara,Terbaik
Taman Wisata NewMahoni Tomohon,Kota Tomohon,Sulawesi Utara,Buruk
Wisata alam tangga 1000,Kabupaten Polewali Mandar,Sulawesi Barat,Terbaik
pantai nyiur hijau babo,Kabupaten Bolaang Mongondow,Sulawesi Utara,Baik
Wisata Batu Lombeng Desa Lebani,Kabupaten Mamuju,Sulawesi Barat,Sedang
Vihara Buddhayana,Kota Tomohon,Sulawesi Utara,Baik
Pantun Ikan Wisata Pemancingan,Kabupaten Polewali Mandar,Sulawesi Barat,Buruk
Pantai MANGNGESU Desa Salajangki,Kabupaten Gowa,Sulawesi Selatan,Buruk
Ilomata River Camp,Kabupaten Bone Bolango,Gorontalo,Baik
Wisata Bahari Politani,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Buruk
TANJUNG TAYAPU,Kabupaten Minahasa Utara,Sulawesi Utara,Sedang
Permandian Baruttung'e,Kabupaten Barru,Sulawesi Selatan,Buruk
Buntu Gallang,Kabupaten Enrekang,Sulawesi Selatan,Sedang
Kepala Naga,Kota Baubau,Sulawesi Tenggara,Sedang
Embung Dumati,Kabupaten Gorontalo,Gorontalo,Sedang
Tanjung Pallette,Kabupaten Bone,Sulawesi Selatan,Buruk
Kreasi Bahari Toronipa,Kabupaten Konawe,Sulawesi Tenggara,Buruk
Tugu Adipura,Kabupaten Konawe,Sulawesi Tenggara,Terbaik
Khenjiro Beach,Kabupaten Minahasa Utara,Sulawesi Utara,Terbaik
Batulohe Beach,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Sedang
Pantai naina desa waturai,Kabupaten Konawe Kepulauan,Sulawesi Tenggara,Sedang
Wisata Alam Waempubbu,Kabupaten Bone,Sulawesi Selatan,Sedang
Danau Gumanano,Kabupaten Buton,Sulawesi Tenggara,Sedang
Galesong Beach,Kabupaten Takalar,Sulawesi Selatan,Buruk
Bukit Teletubbies,Kabupaten Bombana,Sulawesi Tenggara,Sedang
Taman Usman Isa,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Buruk
Gereja Bukit Zaitun Tola,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Terbaik
Kampoeng Mangrove Ra'ra,Kabupaten Jeneponto,Sulawesi Selatan,Baik
Pantai Bahuluang,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Baik
Gunung Popalia,Kabupaten Konawe Selatan,Sulawesi Tenggara,Terbaik
Gunung Lokon,Kota Tomohon,Sulawesi Utara,Sedang
Danau cinta tonasa1,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Buruk
Air terjun matapila,Kabupaten Konawe Utara,Sulawesi Tenggara,Terbaik
Pantai Akkarena,Kota Makassar,Sulawesi Selatan,Baik
LAPANGAN BUA' HONTINIMBANG MANOPPO,Kota Kotamobagu,Sulawesi Utara,Terbaik
Air Terjun Samparona,Kabupaten Buton,Sulawesi Tenggara,Buruk
Pantai Bongo,Kabupaten Banggai Laut,Sulawesi Tengah,Terbaik
Pantai Lilang,Kabupaten Minahasa Utara,Sulawesi Utara,Terbaik
Air Terjun Salbir,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Buruk
Taman Nasional Bunaken,Kota Manado,Sulawesi Utara,Terbaik
Museum Kota Makassar,Kota Makassar,Sulawesi Selatan,Terbaik
Wisata Mangrove Desa Lomba,Kabupaten Banggai,Sulawesi Tengah,Buruk
Tugu Salib Buntu Singki,Kabupaten Toraja Utara,Sulawesi Selatan,Sedang
Wisata Tanjung Pallette,Kabupaten Bone,Sulawesi Selatan,Buruk
Danau Lumpias Ratahan,Kabupaten Minahasa Tenggara,Sulawesi Utara,Terbaik
Pantai Indah Kalasey,Kabupaten Minahasa,Sulawesi Utara,Terbaik
Lereng CInta,Kota Palopo,Sulawesi Selatan,Buruk
Pantai Kalomang,Kabupaten Kolaka,Sulawesi Tenggara,Sedang
P3A Turikale Soreang Maros,Kabupaten Maros,Sulawesi Selatan,Terbaik
Pantai Burung-Burung (PBB),Kabupaten Kolaka,Sulawesi Tenggara,Buruk
WISATA KULINER 3 DIMENSI TAKALAR,Kabupaten Takalar,Sulawesi Selatan,Buruk
Samalona Travel,Kota Makassar,Sulawesi Selatan,Terbaik
Kai'santi Garden,Kota Tomohon,Sulawesi Utara,Buruk
Water bom (Tom bung putra tunggal),Kabupaten Bombana,Sulawesi Tenggara,Terbaik
Pantai Galetto,Kabupaten Polewali Mandar,Sulawesi Barat,Sedang
Pantai TOLUNDADU BOLAANG MONGONDOW SELATAN,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Sedang
River Tubing Desa Wisata Malangga,Kabupaten Tolitoli,Sulawesi Tengah,Baik
Gua Laumehe,Kabupaten Buton,Sulawesi Tenggara,Sedang
Wisata Polewali Mandar - Rawa Bangun,Kabupaten Polewali Mandar,Sulawesi Barat,Sedang
Kampung Literasi Borongtala,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Pantai Motihelumo,Kabupaten Gorontalo Utara,Gorontalo,Buruk
Pantai Alar Pondang,Kabupaten Minahasa Selatan,Sulawesi Utara,Sedang
Danau Bakealu,Kabupaten Muna,Sulawesi Tenggara,Buruk
Pantai Napa,Kabupaten Buton,Sulawesi Tenggara,Buruk
Goa Janji,Kabupaten Bone,Sulawesi Selatan,Sedang
pantai oyama,Kabupaten Banggai Laut,Sulawesi Tengah,Buruk
Pantai Seribu Bintang,Kabupaten Poso,Sulawesi Tengah,Baik
Air Terjun Barassang,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Bukit Kayangan,Kabupaten Gorontalo,Gorontalo,Buruk
Puncak Buntu Sarira Negri Di Atas Awan,Kabupaten Tana Toraja,Sulawesi Selatan,Terbaik
Air Terjun Karawa,Kabupaten Pinrang,Sulawesi Selatan,Terbaik
Pantai Malauwa,Kabupaten Mamuju,Sulawesi Barat,Terbaik
Taman Kota Tomohon,Kota Tomohon,Sulawesi Utara,Buruk
Kuburan Alam Alla',Kabupaten Toraja Utara,Sulawesi Selatan,Sedang
Situs Megalitik Watunongko,Kabupaten Poso,Sulawesi Tengah,Baik
Taman Teras Unhas,Kota Makassar,Sulawesi Selatan,Baik
Pantai Kappe,Kabupaten Pinrang,Sulawesi Selatan,Baik
Pantai Bulo Rerer,Kabupaten Minahasa,Sulawesi Utara,Terbaik
Bukit Lakeppo,Kabupaten Barru,Sulawesi Selatan,Baik
Kolam renang Roni Cell,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
AIR TERJUN TETENU,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Sedang
Tapahan Telu Waterfall,Kota Tomohon,Sulawesi Utara,Baik
Benteng Somba Opu,Kota Makassar,Sulawesi Selatan,Terbaik
Obyek wisata batu payung,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Sedang
Wisata Pantai dan Kuliner Loli Tasiburi,Kabupaten Donggala,Sulawesi Tengah,Terbaik
Makam Raja-Raja Sanrobone,Kabupaten Takalar,Sulawesi Selatan,Sedang
Air Terjun Pattumba,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Terbaik
Gunung Rantemario,Kabupaten Luwu,Sulawesi Selatan,Buruk
Alun Alun Kota Polewali,Kabupaten Polewali Mandar,Sulawesi Barat,Terbaik
U (you) BUKIT KAMBO,Kota Palopo,Sulawesi Selatan,Buruk
"Kebun Strawberry ""Dunia Berry""",Kabupaten Mamasa,Sulawesi Barat,Baik
Wisata Alam Salu Pajaan,Kabupaten Polewali Mandar,Sulawesi Barat,Sedang
Pantai Vaname,Kabupaten Buol,Sulawesi Tengah,Baik
LOKASI PENGHIJAUAN PEMKAB MITRA,Kabupaten Minahasa Selatan,Sulawesi Utara,Buruk
OBJEB WISATA PANTAI SALUKAILI,Kabupaten Pasangkayu,Sulawesi Barat,Sedang
BUKIT SENAYAN DESA BULO KEC. BULO (NEGERI ATAS AWAN),Kabupaten Polewali Mandar,Sulawesi Barat,Buruk
Pattiro Lappaloang,Kabupaten Donggala,Sulawesi Tengah,Buruk
Pantai Barane Majene,Kabupaten Majene,Sulawesi Barat,Buruk
Pantai Batugong,Kabupaten Konawe,Sulawesi Tenggara,Terbaik
Aer Konde Ratahan,Kabupaten Minahasa Tenggara,Sulawesi Utara,Terbaik
Pemandian Alam Limbong Lopi,Kabupaten Polewali Mandar,Sulawesi Barat,Terbaik
Parigi Toraranga Park,Kabupaten Parigi Moutong,Sulawesi Tengah,Baik
Bukit Doa APKB,Kabupaten Minahasa Utara,Sulawesi Utara,Buruk
Wae pella'e,Kabupaten Sinjai,Sulawesi Selatan,Sedang
KAPA Kawasan Agrowisata Pondok Amelia,Kabupaten Luwu Timur,Sulawesi Selatan,Terbaik
Paisupuso Jaya,Kabupaten Banggai Laut,Sulawesi Tengah,Buruk
Gunung Sambapolulu,Kabupaten Bombana,Sulawesi Tenggara,Terbaik
Tokong Ban Hin Kiong,Kota Manado,Sulawesi Utara,Terbaik
Wisata Kelapa Muda Sabda Alam,Kabupaten Jeneponto,Sulawesi Selatan,Sedang
Pantai Poganda,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Terbaik
Pantai Walet Kasawari,Kota Bitung,Sulawesi Utara,Buruk
Permandian Baru,Kota Kendari,Sulawesi Tenggara,Buruk
WISATA BUNGA BUKIT CINTA,Kabupaten Boalemo,Gorontalo,Buruk
Pantai Panggulawu,Kabupaten Konawe Utara,Sulawesi Tenggara,Buruk
Kolam pemancingan keluarga H. Jafar,Kabupaten Sidenreng Rappang,Sulawesi Selatan,Buruk
Air Terjun Pong Rayun,Kabupaten Toraja Utara,Sulawesi Selatan,Buruk
Danau Moko Putih,Kabupaten Muna,Sulawesi Tenggara,Buruk
Wisata garung kayu bado,Kabupaten Tolitoli,Sulawesi Tengah,Sedang
Pantai Kayubulan,Kabupaten Gorontalo,Gorontalo,Sedang
Landuli,Kabupaten Bombana,Sulawesi Tenggara,Sedang
Danau Tondano,Kabupaten Minahasa,Sulawesi Utara,Baik
wisata mini kolong jembatan,Kabupaten Kolaka,Sulawesi Tenggara,Terbaik
BLESSING HILL KOTA BITUNG,Kota Bitung,Sulawesi Utara,Terbaik
Pantai Kupu-kupu,Kabupaten Luwu Timur,Sulawesi Selatan,Sedang
Pantai Salokaili,Kabupaten Pasangkayu,Sulawesi Barat,Sedang
Tugu Selamat Datang Kabupaten Bolaang Mongondow Selatan,Kabupaten Bolaang Mongondow,Sulawesi Utara,Baik
Huidu Boliyohuto,Kabupaten Gorontalo,Gorontalo,Terbaik
Tugu Ampana,Kabupaten Tojo Una-Una,Sulawesi Tengah,Buruk
Permandian Kalola,Kabupaten Wajo,Sulawesi Selatan,Buruk
Permandian Taman Wisata Rita,Kabupaten Takalar,Sulawesi Selatan,Terbaik
Sapaeng Beach,Kabupaten Kepulauan Sangihe,Sulawesi Utara,Terbaik
Malino highlands,Kabupaten Gowa,Sulawesi Selatan,Sedang
Puncak Ilongkow,Kota Kotamobagu,Sulawesi Utara,Buruk
Taman Hutan Kota Palu,Kota Palu,Sulawesi Tengah,Terbaik
Puncak Battoa,Kabupaten Bone,Sulawesi Selatan,Buruk
Pemandian Ma'obu,Kabupaten Buton,Sulawesi Tenggara,Sedang
Air Terjun Sungai Anuang,Kabupaten Luwu Timur,Sulawesi Selatan,Buruk
Buntu Mussa',Kabupaten Mamasa,Sulawesi Barat,Terbaik
Air Terjun Bembe,Kabupaten Buton,Sulawesi Tenggara,Buruk
Tanggul Khayal,Kota Baubau,Sulawesi Tenggara,Sedang
tempat mangcing ikan,Kabupaten Bone,Sulawesi Selatan,Sedang
Wisata Pantai Nonong,Kabupaten Banggai,Sulawesi Tengah,Buruk
Sarambu Sikore,Kabupaten Toraja Utara,Sulawesi Selatan,Sedang
TAMAN WISATA BUMDES BERKAH BERSAMA,Kabupaten Gowa,Sulawesi Selatan,Sedang
Binuanga Tracking Mangrove,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,Sedang
Desa Wisata Biring Ere,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Terbaik
Pantai Wambuliga,Kabupaten Wakatobi,Sulawesi Tenggara,Terbaik
Mokokawa,Kabupaten Banggai,Sulawesi Tengah,Baik
Nagara Swimming Pool Bolmut,Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,Buruk
Agrowisata Kebun Nanas Ponda'ta,Kabupaten Luwu Timur,Sulawesi Selatan,Buruk
Pantai Batu Kapal,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Baik
Air Terjun Popontolen,Kabupaten Minahasa Selatan,Sulawesi Utara,Buruk
Air Terjun Tutuasan Desa Kauneran,Kabupaten Minahasa,Sulawesi Utara,Buruk
Danau Napabale,Kabupaten Muna,Sulawesi Tenggara,Baik
Wisata Alam Desa Poni-Poniki,Kabupaten Kolaka Timur,Sulawesi Tenggara,Terbaik
Air Terjun Pincuni,Kabupaten Sinjai,Sulawesi Selatan,Baik
Pantai Pasir Putih,Kabupaten Konawe Selatan,Sulawesi Tenggara,Terbaik
Wisata Alam baruttungnge,Kabupaten Barru,Sulawesi Selatan,Baik
Wai Turan Pamboborang,Kabupaten Majene,Sulawesi Barat,Terbaik
Bukit Doa Pinaling,Kabupaten Minahasa Selatan,Sulawesi Utara,Buruk
Batu Goro'e (Sumpang Labbu),Kabupaten Bone,Sulawesi Selatan,Baik
Puncak Tetetana Suluan,Kabupaten Minahasa,Sulawesi Utara,Terbaik
Tongkonan Ke'te' Kesu',Kabupaten Toraja Utara,Sulawesi Selatan,Terbaik
Wisata Kebun Jati Gelebug Chandra,Kabupaten Bolaang Mongondow,Sulawesi Utara,Buruk
Permandian Bahoruru,Kabupaten Morowali,Sulawesi Tengah,Buruk
Pantai Tengah Barombong,Kota Makassar,Sulawesi Selatan,Baik
Pantai One Mopute,Kabupaten Buton,Sulawesi Tenggara,Sedang
BUKIT DOA WAREMBUNGAN,Kabupaten Minahasa,Sulawesi Utara,Sedang
Eduwisata Bahari BPPP Bitung,Kota Bitung,Sulawesi Utara,Terbaik
Waolo,Kabupaten Bone Bolango,Gorontalo,Terbaik
Telaga Sibili Pantoloan,Kota Palu,Sulawesi Tengah,Buruk
Dermaga Lawadia,Kabupaten Kolaka Utara,Sulawesi Tenggara,Buruk
Puncak Tiriondahi,Kabupaten Konawe Selatan,Sulawesi Tenggara,Buruk
Pantai Pulau Liukang Loe,Kabupaten Bulukumba,Sulawesi Selatan,Terbaik
Pantai La Poili,Kabupaten Buton,Sulawesi Tenggara,Terbaik
Agrowisata Ulu Ere Bantaeng,Kabupaten Bantaeng,Sulawesi Selatan,Buruk
Pantai Pasir Putih,Kabupaten Gorontalo,Gorontalo,Buruk
Danau Tampusu,Kota Tomohon,Sulawesi Utara,Sedang
Desa Bungintende,Kabupaten Morowali,Sulawesi Tengah,Terbaik
Air Terjun To' Sarambu,Kabupaten Toraja Utara,Sulawesi Selatan,Buruk
Air Terjun Lamesou,Kabupaten Konawe Utara,Sulawesi Tenggara,Terbaik
Pantai Black Orange,Kabupaten Pinrang,Sulawesi Selatan,Buruk
Pantai Salopi,Kabupaten Pinrang,Sulawesi Selatan,Baik
Pantai Maesa,Kabupaten Parigi Moutong,Sulawesi Tengah,Buruk
Pantai Nikel Laterit,Kabupaten Morowali,Sulawesi Tengah,Baik
Obyek Wisata Goa Jodoh,Kabupaten Bone,Sulawesi Selatan,Buruk
WISATA TAMENDAO BEACH,Kota Gorontalo,Gorontalo,Terbaik
To' Pinus Salu Kodo,Kabupaten Mamasa,Sulawesi Barat,Buruk
Alun-alun Kirambu,Kabupaten Kolaka Utara,Sulawesi Tenggara,Buruk
Taman Purbakala Sumpang Bita,Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,Baik
GMIM Bukit Kalvari Aer Ujang,Kota Bitung,Sulawesi Utara,Terbaik
Rakata Beach,Kabupaten Parigi Moutong,Sulawesi Tengah,Baik
Wisata Bahari Bakiyaluli,Kabupaten Boalemo,Gorontalo,Terbaik
Air Terjun Paralahune,Kabupaten Konawe Utara,Sulawesi Tenggara,Baik
Danau Bunong,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Buruk
Taman Wisata Tangga 2000,Kabupaten Gorontalo,Gorontalo,Sedang
PULAU LAMPU,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Buruk
Puncak Rumochoy,Kabupaten Minahasa Tenggara,Sulawesi Utara,Baik
Pantai Komearate,Kabupaten Buton,Sulawesi Tenggara,Buruk
Rest area pantai sarudu,Kabupaten Pasangkayu,Sulawesi Barat,Terbaik
Permandian Alam Tampa,Kabupaten Luwu,Sulawesi Selatan,Terbaik
Wisata Pantai leato utara,Kota Gorontalo,Gorontalo,Buruk
Benteng Liamokute,Kabupaten Muna,Sulawesi Tenggara,Terbaik
Pantai Wisata Desa To'bia,Kabupaten Luwu,Sulawesi Selatan,Sedang
Rumah Adat Sinjai,Kota Makassar,Sulawesi Selatan,Sedang
Buttu Pattumea Betteng,Kabupaten Majene,Sulawesi Barat,Sedang
Bukit Marezo,Kota Parepare,Sulawesi Selatan,Sedang
Bukit penantian,Kabupaten Tana Toraja,Sulawesi Selatan,Sedang
Permandian Alam Limbua,Kabupaten Bulukumba,Sulawesi Selatan,Sedang
Nambo Beach,Kota Kendari,Sulawesi Tenggara,Sedang
Benteng Bebengketan,Kabupaten Banggai Kepulauan,Sulawesi Tengah,Baik
Pantai Nirwana,Kota Baubau,Sulawesi Tenggara,Baik
LABUNGNGE BEACH,Kabupaten Barru,Sulawesi Selatan,Terbaik
Permandian Matakidi,Kabupaten Muna,Sulawesi Tenggara,Terbaik
Monumen Korban 40.000 Jiwa,Kabupaten Polewali Mandar,Sulawesi Barat,Buruk
Wisata Rumah Hobbit Bolangi 4,Kabupaten Gowa,Sulawesi Selatan,Buruk
Pantai FONUASINGKO,Kabupaten Morowali,Sulawesi Tengah,Buruk
Lembah kendenan,Kabupaten Tana Toraja,Sulawesi Selatan,Baik
Wisata Hiu Paus Botubarani Gorontalo,Kabupaten Bone Bolango,Gorontalo,Terbaik
Kampung Wisata Ta'bua,Kabupaten Maros,Sulawesi Selatan,Baik
Teluk H2M - Motandoi,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Sedang
taman pattiro tiroang,Kabupaten Sinjai,Sulawesi Selatan,Baik
Spot foto ladang jagung Bukit Jati,Kabupaten Soppeng,Sulawesi Selatan,Buruk
Bukit Ceria Toipan,Kabupaten Banggai,Sulawesi Tengah,Terbaik
Gunung Sesean Toraja Utara,Kabupaten Toraja Utara,Sulawesi Selatan,Sedang
RTH Suwawa,Kabupaten Bone Bolango,Gorontalo,Terbaik
Kahayya,Kabupaten Sinjai,Sulawesi Selatan,Sedang
Patung Arung Palakka di situs Kelahiran,Kabupaten Soppeng,Sulawesi Selatan,Baik
Tribun Pantai Seruni,Kabupaten Bantaeng,Sulawesi Selatan,Baik
Kampoeng Karst Rammang Rammang,Kabupaten Maros,Sulawesi Selatan,Terbaik
AIR TERJUN KAREMOTINGGE,Kabupaten Kolaka Timur,Sulawesi Tenggara,Sedang
Gunung Kandora,Kabupaten Tana Toraja,Sulawesi Selatan,Buruk
Pantai Botuliodu,Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,Buruk
Wisata Tebing Livutona,Kabupaten Donggala,Sulawesi Tengah,Baik
KTM Landevaso,Kabupaten Donggala,Sulawesi Tengah,Buruk
Rumah Makan Tepi Pantai,Kota Manado,Sulawesi Utara,Baik
Wisata Tanjung Lawaka Ampana,Kabupaten Tojo Una-Una,Sulawesi Tengah,Baik
Pantai Punagaan,Kabupaten Kepulauan Selayar,Sulawesi Selatan,Sedang
Danau Lurayya Kahayya,Kabupaten Bulukumba,Sulawesi Selatan,Baik
Permandian Boro- Boro,Kabupaten Konawe Selatan,Sulawesi Tenggara,Buruk
Air terjun Liberia timur,Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,Buruk
Air Terjun Lembah Karaeng,Kabupaten Gowa,Sulawesi Selatan,Terbaik
Rote Park Sawangan,Kabupaten Minahasa Utara,Sulawesi Utara,Baik
Lembah wisata TMI,Kabupaten Gowa,Sulawesi Selatan,Sedang
Takalar Beach Waterboom,Kabupaten Takalar,Sulawesi Selatan,Buruk
Taman Bukit Kaluku,Kota Baubau,Sulawesi Tenggara,Baik
Puncak Bora Palopo,Kota Palopo,Sulawesi Selatan,Buruk
